Alegría-Dulantzi,id01001
Torrente de Cinca,id22234
Torres de Alcanadre,id22235
Torres de Barbués,id22236
Tramaced,id22239
Valfarta,id22242
Valle de Bardají,id22243
Valle de Lierp,id22244
Velilla de Cinca,id22245
Beranuy,id22246
Viacamp y Litera,id22247
Vicién,id22248
Villanova,id22249
Villanúa,id22250
Villanueva de Sigena,id22251
Yebra de Basa,id22252
Yésero,id22253
Zaidín,id22254
Valle de Hecho,id22901
Puente la Reina de Jaca,id22902
San Miguel del Cinca,id22903
"Sotonera, La",id22904
Lupiñén-Ortilla,id22905
Santa María de Dulcis,id22906
Aínsa-Sobrarbe,id22907
Hoz y Costean,id22908
Vencillón,id22909
Albanchez de Mágina,id23001
Alcalá la Real,id23002
Alcaudete,id23003
Aldeaquemada,id23004
Andújar,id23005
Arjona,id23006
Arjonilla,id23007
Arquillos,id23008
Baeza,id23009
Bailén,id23010
Baños de la Encina,id23011
Beas de Segura,id23012
Begíjar,id23014
Bélmez de la Moraleda,id23015
Benatae,id23016
Cabra del Santo Cristo,id23017
Cambil,id23018
Campillo de Arenas,id23019
Canena,id23020
Carboneros,id23021
"Carolina, La",id23024
Castellar,id23025
Castillo de Locubín,id23026
Cazalilla,id23027
Cazorla,id23028
Chiclana de Segura,id23029
Chilluévar,id23030
Escañuela,id23031
Espelúy,id23032
Frailes,id23033
Fuensanta de Martos,id23034
Fuerte del Rey,id23035
Génave,id23037
"Guardia de Jaén, La",id23038
Guarromán,id23039
Lahiguera,id23040
Higuera de Calatrava,id23041
Hinojares,id23042
Hornos,id23043
Huelma,id23044
Huesa,id23045
Ibros,id23046
"Iruela, La",id23047
Iznatoraf,id23048
Jabalquinto,id23049
Jaén,id23050
Jamilena,id23051
Jimena,id23052
Jódar,id23053
Larva,id23054
Linares,id23055
Lopera,id23056
Lupión,id23057
Mancha Real,id23058
Marmolejo,id23059
Martos,id23060
Mengíbar,id23061
Montizón,id23062
Navas de San Juan,id23063
Noalejo,id23064
Orcera,id23065
Peal de Becerro,id23066
Pegalajar,id23067
Porcuna,id23069
Pozo Alcón,id23070
Puente de Génave,id23071
"Puerta de Segura, La",id23072
Quesada,id23073
Rus,id23074
Sabiote,id23075
Santa Elena,id23076
Santiago de Calatrava,id23077
Santisteban del Puerto,id23079
Santo Tomé,id23080
Segura de la Sierra,id23081
Siles,id23082
Sorihuela del Guadalimar,id23084
Torreblascopedro,id23085
Torredelcampo,id23086
Torredonjimeno,id23087
Torreperogil,id23088
Torres,id23090
Torres de Albánchez,id23091
Úbeda,id23092
Valdepeñas de Jaén,id23093
Vilches,id23094
Villacarrillo,id23095
Villanueva de la Reina,id23096
Villanueva del Arzobispo,id23097
Villardompardo,id23098
"Villares, Los",id23099
Villarrodrigo,id23101
Cárcheles,id23901
Bedmar y Garcíez,id23902
Villatorres,id23903
Santiago-Pontones,id23904
Arroyo del Ojanco,id23905
Acebedo,id24001
Algadefe,id24002
Alija del Infantado,id24003
Almanza,id24004
"Antigua, La",id24005
Ardón,id24006
Arganza,id24007
Astorga,id24008
Balboa,id24009
"Bañeza, La",id24010
Barjas,id24011
"Barrios de Luna, Los",id24012
Bembibre,id24014
Benavides,id24015
Benuza,id24016
Bercianos del Páramo,id24017
Bercianos del Real Camino,id24018
Berlanga del Bierzo,id24019
Boca de Huérgano,id24020
Boñar,id24021
Borrenes,id24022
Brazuelo,id24023
"Burgo Ranero, El",id24024
Burón,id24025
Bustillo del Páramo,id24026
Cabañas Raras,id24027
Cabreros del Río,id24028
Cabrillanes,id24029
Cacabelos,id24030
Calzada del Coto,id24031
Campazas,id24032
Campo de Villavidel,id24033
Camponaraya,id24034
Candín,id24036
Cármenes,id24037
Carracedelo,id24038
Carrizo,id24039
Carrocera,id24040
Carucedo,id24041
Castilfalé,id24042
Castrillo de Cabrera,id24043
Castrillo de la Valduerna,id24044
Castrocalbón,id24046
Castrocontrigo,id24047
Castropodame,id24049
Castrotierra de Valmadrigal,id24050
Cea,id24051
Cebanico,id24052
Cebrones del Río,id24053
Cimanes de la Vega,id24054
Cimanes del Tejar,id24055
Cistierna,id24056
Congosto,id24057
Corbillos de los Oteros,id24058
Corullón,id24059
Crémenes,id24060
Cuadros,id24061
Cubillas de los Oteros,id24062
Cubillas de Rueda,id24063
Cubillos del Sil,id24064
Chozas de Abajo,id24065
Destriana,id24066
Encinedo,id24067
"Ercina, La",id24068
Escobar de Campos,id24069
Fabero,id24070
Folgoso de la Ribera,id24071
Fresno de la Vega,id24073
Fuentes de Carbajal,id24074
Garrafe de Torío,id24076
Gordaliza del Pino,id24077
Gordoncillo,id24078
Gradefes,id24079
Grajal de Campos,id24080
Gusendos de los Oteros,id24081
Hospital de Órbigo,id24082
Igüeña,id24083
Izagre,id24084
Joarilla de las Matas,id24086
Laguna Dalga,id24087
Laguna de Negrillos,id24088
León,id24089
Lucillo,id24090
Luyego,id24091
Llamas de la Ribera,id24092
Magaz de Cepeda,id24093
Mansilla de las Mulas,id24094
Mansilla Mayor,id24095
Maraña,id24096
Matadeón de los Oteros,id24097
Matallana de Torío,id24098
Matanza,id24099
Molinaseca,id24100
Murias de Paredes,id24101
Noceda del Bierzo,id24102
Oencia,id24103
"Omañas, Las",id24104
Onzonilla,id24105
Oseja de Sajambre,id24106
Pajares de los Oteros,id24107
Palacios de la Valduerna,id24108
Palacios del Sil,id24109
Páramo del Sil,id24110
Peranzanes,id24112
Pobladura de Pelayo García,id24113
"Pola de Gordón, La",id24114
Ponferrada,id24115
Posada de Valdeón,id24116
Pozuelo del Páramo,id24117
Prado de la Guzpeña,id24118
Priaranza del Bierzo,id24119
Prioro,id24120
Puebla de Lillo,id24121
Puente de Domingo Flórez,id24122
Quintana del Castillo,id24123
Quintana del Marco,id24124
Quintana y Congosto,id24125
Regueras de Arriba,id24127
Reyero,id24129
Riaño,id24130
Riego de la Vega,id24131
Riello,id24132
Rioseco de Tapia,id24133
"Robla, La",id24134
Roperuelos del Páramo,id24136
Sabero,id24137
Sahagún,id24139
San Adrián del Valle,id24141
San Andrés del Rabanedo,id24142
Sancedo,id24143
San Cristóbal de la Polantera,id24144
San Emiliano,id24145
San Esteban de Nogales,id24146
San Justo de la Vega,id24148
San Millán de los Caballeros,id24149
San Pedro Bercianos,id24150
Santa Colomba de Curueño,id24151
Santa Colomba de Somoza,id24152
Santa Cristina de Valmadrigal,id24153
Santa Elena de Jamuz,id24154
Santa María de la Isla,id24155
Santa María del Monte de Cea,id24156
Santa María del Páramo,id24157
Santa María de Ordás,id24158
Santa Marina del Rey,id24159
Santas Martas,id24160
Santiago Millas,id24161
Santovenia de la Valdoncina,id24162
Sariegos,id24163
Sena de Luna,id24164
Sobrado,id24165
Soto de la Vega,id24166
Soto y Amío,id24167
Toral de los Guzmanes,id24168
Toreno,id24169
Torre del Bierzo,id24170
Trabadelo,id24171
Truchas,id24172
Turcia,id24173
Urdiales del Páramo,id24174
Valdefresno,id24175
Valdefuentes del Páramo,id24176
Valdelugueros,id24177
Valdemora,id24178
Valdepiélago,id24179
Valdepolo,id24180
Valderas,id24181
Valderrey,id24182
Valderrueda,id24183
Valdesamario,id24184
Val de San Lorenzo,id24185
Valdevimbre,id24187
Valencia de Don Juan,id24188
Valverde de la Virgen,id24189
Valverde-Enrique,id24190
Vallecillo,id24191
"Vecilla, La",id24193
Vegacervera,id24194
Vega de Espinareda,id24196
Vega de Infanzones,id24197
Vega de Valcarce,id24198
Vegaquemada,id24199
Vegas del Condado,id24201
Villablino,id24202
Villabraz,id24203
Villadangos del Páramo,id24205
Toral de los Vados,id24206
Villademor de la Vega,id24207
Villafranca del Bierzo,id24209
Villagatón,id24210
Villamandos,id24211
Villamañán,id24212
Villamartín de Don Sancho,id24213
Villamejil,id24214
Villamol,id24215
Villamontán de la Valduerna,id24216
Villamoratiel de las Matas,id24217
Villanueva de las Manzanas,id24218
Villaobispo de Otero,id24219
Villaquejida,id24221
Villaquilambre,id24222
Villarejo de Órbigo,id24223
Villares de Órbigo,id24224
Villasabariego,id24225
Villaselán,id24226
Villaturiel,id24227
Villazala,id24228
Villazanzo de Valderaduey,id24229
Zotes del Páramo,id24230
Villamanín,id24901
Villaornate y Castro,id24902
Abella de la Conca,id25001
Àger,id25002
Agramunt,id25003
"Alamús, Els",id25004
Alàs i Cerc,id25005
"Albagés, L'",id25006
Albatàrrec,id25007
Albesa,id25008
"Albi, L'",id25009
Alcanó,id25010
Alcarràs,id25011
Alcoletge,id25012
Alfarràs,id25013
Alfés,id25014
Algerri,id25015
Alguaire,id25016
Alins,id25017
Almacelles,id25019
Almatret,id25020
Almenar,id25021
Alòs de Balaguer,id25022
Alpicat,id25023
Alt Àneu,id25024
Naut Aran,id25025
Anglesola,id25027
Arbeca,id25029
"Pont de Bar, El",id25030
Arres,id25031
Arsèguel,id25032
Artesa de Lleida,id25033
Artesa de Segre,id25034
"Sentiu de Sió, La",id25035
Aspa,id25036
"Avellanes i Santa Linya, Les",id25037
Aitona,id25038
Baix Pallars,id25039
Balaguer,id25040
Barbens,id25041
"Baronia de Rialb, La",id25042
"Vall de Boí, La",id25043
Bassella,id25044
Bausen,id25045
Belianes,id25046
Bellcaire d'Urgell,id25047
Bell-lloc d'Urgell,id25048
Bellmunt d'Urgell,id25049
Bellpuig,id25050
Bellver de Cerdanya,id25051
Bellvís,id25052
Benavent de Segrià,id25053
Biosca,id25055
Bovera,id25056
"Bòrdes, Es",id25057
"Borges Blanques, Les",id25058
Bossòst,id25059
Cabanabona,id25060
Cabó,id25061
Camarasa,id25062
Canejan,id25063
Castellar de la Ribera,id25064
Castelldans,id25067
Castellnou de Seana,id25068
Castelló de Farfanya,id25069
Castellserà,id25070
Cava,id25071
Cervera,id25072
Cervià de les Garrigues,id25073
Ciutadilla,id25074
Clariana de Cardener,id25075
"Cogul, El",id25076
Coll de Nargó,id25077
Corbins,id25078
Cubells,id25079
"Espluga Calba, L'",id25081
Espot,id25082
Estaràs,id25085
Esterri d'Àneu,id25086
Esterri de Cardós,id25087
Estamariu,id25088
Farrera,id25089
"Floresta, La",id25092
Fondarella,id25093
Foradada,id25094
"Fuliola, La",id25096
Fulleda,id25097
Gavet de la Conca,id25098
Golmés,id25099
Gósol,id25100
"Granadella, La",id25101
"Granja d'Escarp, La",id25102
Granyanella,id25103
Granyena de Segarra,id25104
Granyena de les Garrigues,id25105
Guimerà,id25109
Guissona,id25110
Guixers,id25111
Ivars de Noguera,id25112
Ivars d'Urgell,id25113
Ivorra,id25114
Isona i Conca Dellà,id25115
Juncosa,id25118
Juneda,id25119
Lleida,id25120
Les,id25121
Linyola,id25122
Lladorre,id25123
Lladurs,id25124
Llardecans,id25125
Llavorsí,id25126
Lles de Cerdanya,id25127
Llimiana,id25128
Llobera,id25129
Maldà,id25130
Massalcoreig,id25131
Massoteres,id25132
Maials,id25133
Menàrguens,id25134
Miralcamp,id25135
"Molsosa, La",id25136
Mollerussa,id25137
Montgai,id25138
Montellà i Martinet,id25139
Montferrer i Castellbò,id25140
Montoliu de Segarra,id25141
Montoliu de Lleida,id25142
Montornès de Segarra,id25143
Nalec,id25145
Navès,id25146
Odèn,id25148
Oliana,id25149
Oliola,id25150
Olius,id25151
"Oluges, Les",id25152
"Omellons, Els",id25153
"Omells de na Gaia, Els",id25154
Organyà,id25155
Os de Balaguer,id25156
Ossó de Sió,id25157
"Palau d'Anglesola, El",id25158
Conca de Dalt,id25161
"Coma i la Pedra, La",id25163
Penelles,id25164
Peramola,id25165
Pinell de Solsonès,id25166
Pinós,id25167
"Poal, El",id25168
"Pobla de Cérvoles, La",id25169
Bellaguarda,id25170
"Pobla de Segur, La",id25171
Ponts,id25172
"Pont de Suert, El",id25173
"Portella, La",id25174
Prats i Sansor,id25175
Preixana,id25176
Preixens,id25177
Prullans,id25179
Puiggròs,id25180
Puigverd d'Agramunt,id25181
Puigverd de Lleida,id25182
Rialp,id25183
Ribera d'Urgellet,id25185
Riner,id25186
Rosselló,id25189
Salàs de Pallars,id25190
Sanaüja,id25191
Sant Guim de Freixenet,id25192
Sant Llorenç de Morunys,id25193
Sant Ramon,id25194
Sant Esteve de la Sarga,id25196
Sant Guim de la Plana,id25197
Sarroca de Lleida,id25200
Sarroca de Bellera,id25201
Senterada,id25202
"Seu d'Urgell, La",id25203
Seròs,id25204
Sidamon,id25205
"Soleràs, El",id25206
Solsona,id25207
Soriguera,id25208
Sort,id25209
Soses,id25210
Sudanell,id25211
Sunyer,id25212
Talarn,id25215
Talavera,id25216
Tàrrega,id25217
Tarrés,id25218
Tarroja de Segarra,id25219
Térmens,id25220
Tírvia,id25221
Tiurana,id25222
Torà,id25223
"Torms, Els",id25224
Tornabous,id25225
Torrebesses,id25226
"Torre de Cabdella, La",id25227
Torrefarrera,id25228
Torregrossa,id25230
Torrelameu,id25231
Torres de Segre,id25232
Torre-serona,id25233
Tremp,id25234
Vallbona de les Monges,id25238
"Valls de Valira, Les",id25239
Vallfogona de Balaguer,id25240
Verdú,id25242
Vielha e Mijaran,id25243
Vilagrassa,id25244
Vilaller,id25245
Vilamòs,id25247
Vilanova de Bellpuig,id25248
Vilanova de l'Aguda,id25249
Vilanova de Meià,id25250
Vilanova de Segrià,id25251
Vila-sana,id25252
"Vilosell, El",id25253
Vilanova de la Barca,id25254
Vinaixa,id25255
Vall de Cardós,id25901
Sant Martí de Riucorb,id25902
"Guingueta d'Àneu, La",id25903
Castell de Mur,id25904
Ribera d'Ondara,id25905
"Valls d'Aguilar, Les",id25906
Torrefeta i Florejacs,id25907
Fígols i Alinyà,id25908
"Vansa i Fórnols, La",id25909
Josa i Tuixén,id25910
"Plans de Sió, Els",id25911
Gimenells i el Pla de la Font,id25912
Riu de Cerdanya,id25913
Ábalos,id26001
Agoncillo,id26002
Aguilar del Río Alhama,id26003
Ajamil de Cameros,id26004
Albelda de Iregua,id26005
Alberite,id26006
Alcanadre,id26007
Aldeanueva de Ebro,id26008
Alesanco,id26009
Alesón,id26010
Alfaro,id26011
Almarza de Cameros,id26012
Anguciana,id26013
Anguiano,id26014
Arenzana de Abajo,id26015
Arenzana de Arriba,id26016
Arnedillo,id26017
Arnedo,id26018
Arrúbal,id26019
Ausejo,id26020
Autol,id26021
Azofra,id26022
Badarán,id26023
Bañares,id26024
Baños de Rioja,id26025
Baños de Río Tobía,id26026
Berceo,id26027
Bergasa,id26028
Bergasillas Bajera,id26029
Bezares,id26030
Bobadilla,id26031
Brieva de Cameros,id26032
Briñas,id26033
Briones,id26034
Cabezón de Cameros,id26035
Calahorra,id26036
Camprovín,id26037
Canales de la Sierra,id26038
Canillas de Río Tuerto,id26039
Cañas,id26040
Cárdenas,id26041
Casalarreina,id26042
Castañares de Rioja,id26043
Castroviejo,id26044
Cellorigo,id26045
Cenicero,id26046
Cervera del Río Alhama,id26047
Cidamón,id26048
Cihuri,id26049
Cirueña,id26050
Clavijo,id26051
Cordovín,id26052
Corera,id26053
Cornago,id26054
Corporales,id26055
Cuzcurrita de Río Tirón,id26056
Daroca de Rioja,id26057
Enciso,id26058
Entrena,id26059
Estollo,id26060
Ezcaray,id26061
Foncea,id26062
Fonzaleche,id26063
Fuenmayor,id26064
Galbárruli,id26065
Galilea,id26066
Gallinero de Cameros,id26067
Gimileo,id26068
Grañón,id26069
Grávalos,id26070
Haro,id26071
Herce,id26072
Herramélluri,id26073
Hervías,id26074
Hormilla,id26075
Hormilleja,id26076
Hornillos de Cameros,id26077
Hornos de Moncalvillo,id26078
Huércanos,id26079
Igea,id26080
Jalón de Cameros,id26081
Laguna de Cameros,id26082
Lagunilla del Jubera,id26083
Lardero,id26084
Ledesma de la Cogolla,id26086
Leiva,id26087
Leza de Río Leza,id26088
Logroño,id26089
Lumbreras,id26091
Manjarrés,id26092
Mansilla de la Sierra,id26093
Manzanares de Rioja,id26094
Matute,id26095
Medrano,id26096
Munilla,id26098
Murillo de Río Leza,id26099
Muro de Aguas,id26100
Muro en Cameros,id26101
Nájera,id26102
Nalda,id26103
Navajún,id26104
Navarrete,id26105
Nestares,id26106
Nieva de Cameros,id26107
Ocón,id26108
Ochánduri,id26109
Ojacastro,id26110
Ollauri,id26111
Ortigosa de Cameros,id26112
Pazuengos,id26113
Pedroso,id26114
Pinillos,id26115
Pradejón,id26117
Pradillo,id26118
Préjano,id26119
Quel,id26120
Rabanera,id26121
"Rasillo de Cameros, El",id26122
"Redal, El",id26123
Ribafrecha,id26124
Rincón de Soto,id26125
Robres del Castillo,id26126
Rodezno,id26127
Sajazarra,id26128
San Asensio,id26129
San Millán de la Cogolla,id26130
San Millán de Yécora,id26131
San Román de Cameros,id26132
Santa Coloma,id26134
Santa Engracia del Jubera,id26135
Santa Eulalia Bajera,id26136
Santo Domingo de la Calzada,id26138
San Torcuato,id26139
Santurde de Rioja,id26140
Santurdejo,id26141
San Vicente de la Sonsierra,id26142
Sojuela,id26143
Sorzano,id26144
Sotés,id26145
Soto en Cameros,id26146
Terroba,id26147
Tirgo,id26148
Tobía,id26149
Tormantos,id26150
Torrecilla en Cameros,id26151
Torrecilla sobre Alesanco,id26152
Torre en Cameros,id26153
Torremontalbo,id26154
Treviana,id26155
Tricio,id26157
Tudelilla,id26158
Uruñuela,id26160
Valdemadera,id26161
Valgañón,id26162
Ventosa,id26163
Ventrosa,id26164
Viguera,id26165
Villalba de Rioja,id26166
Villalobar de Rioja,id26167
Villamediana de Iregua,id26168
Villanueva de Cameros,id26169
"Villar de Arnedo, El",id26170
Villar de Torre,id26171
Villarejo,id26172
Villarroya,id26173
Villarta-Quintana,id26174
Villavelayo,id26175
Villaverde de Rioja,id26176
Villoslada de Cameros,id26177
Viniegra de Abajo,id26178
Viniegra de Arriba,id26179
Zarratón,id26180
Zarzosa,id26181
Zorraquín,id26183
Abadín,id27001
Alfoz,id27002
Antas de Ulla,id27003
Baleira,id27004
Barreiros,id27005
Becerreá,id27006
Begonte,id27007
Bóveda,id27008
Carballedo,id27009
Castro de Rei,id27010
Castroverde,id27011
Cervantes,id27012
Cervo,id27013
"Corgo, O",id27014
Cospeito,id27015
Chantada,id27016
Folgoso do Courel,id27017
"Fonsagrada, A",id27018
Foz,id27019
Friol,id27020
Xermade,id27021
Guitiriz,id27022
Guntín,id27023
"Incio, O",id27024
Xove,id27025
Láncara,id27026
Lourenzá,id27027
Lugo,id27028
Meira,id27029
Mondoñedo,id27030
Monforte de Lemos,id27031
Monterroso,id27032
Muras,id27033
Navia de Suarna,id27034
Negueira de Muñiz,id27035
"Nogais, As",id27037
Ourol,id27038
Outeiro de Rei,id27039
Palas de Rei,id27040
Pantón,id27041
Paradela,id27042
"Páramo, O",id27043
"Pastoriza, A",id27044
Pedrafita do Cebreiro,id27045
Pol,id27046
"Pobra do Brollón, A",id27047
"Pontenova, A",id27048
Portomarín,id27049
Quiroga,id27050
Ribadeo,id27051
Ribas de Sil,id27052
Ribeira de Piquín,id27053
Riotorto,id27054
Samos,id27055
Rábade,id27056
Sarria,id27057
"Saviñao, O",id27058
Sober,id27059
Taboada,id27060
Trabada,id27061
Triacastela,id27062
"Valadouro, O",id27063
"Vicedo, O",id27064
Vilalba,id27065
Viveiro,id27066
Baralla,id27901
Burela,id27902
"Acebeda, La",id28001
Ajalvir,id28002
Alameda del Valle,id28003
"Álamo, El",id28004
Alcalá de Henares,id28005
Alcobendas,id28006
Alcorcón,id28007
Aldea del Fresno,id28008
Algete,id28009
Alpedrete,id28010
Ambite,id28011
Anchuelo,id28012
Aranjuez,id28013
Arganda del Rey,id28014
Arroyomolinos,id28015
"Atazar, El",id28016
Batres,id28017
Becerril de la Sierra,id28018
Belmonte de Tajo,id28019
Berzosa del Lozoya,id28020
"Berrueco, El",id28021
Boadilla del Monte,id28022
"Boalo, El",id28023
Braojos,id28024
Brea de Tajo,id28025
Brunete,id28026
Buitrago del Lozoya,id28027
Bustarviejo,id28028
Cabanillas de la Sierra,id28029
"Cabrera, La",id28030
Cadalso de los Vidrios,id28031
Camarma de Esteruelas,id28032
Campo Real,id28033
Canencia,id28034
Carabaña,id28035
Casarrubuelos,id28036
Cenicientos,id28037
Cercedilla,id28038
Cervera de Buitrago,id28039
Ciempozuelos,id28040
Cobeña,id28041
Colmenar del Arroyo,id28042
Colmenar de Oreja,id28043
Colmenarejo,id28044
Colmenar Viejo,id28045
Collado Mediano,id28046
Collado Villalba,id28047
Corpa,id28048
Coslada,id28049
Cubas de la Sagra,id28050
Chapinería,id28051
Chinchón,id28052
Daganzo de Arriba,id28053
"Escorial, El",id28054
Estremera,id28055
Fresnedillas de la Oliva,id28056
Fresno de Torote,id28057
Fuenlabrada,id28058
Fuente el Saz de Jarama,id28059
Fuentidueña de Tajo,id28060
Galapagar,id28061
Garganta de los Montes,id28062
Gargantilla del Lozoya y Pinilla de Buitrago,id28063
Gascones,id28064
Getafe,id28065
Griñón,id28066
Guadalix de la Sierra,id28067
Guadarrama,id28068
"Hiruela, La",id28069
Horcajo de la Sierra-Aoslos,id28070
Horcajuelo de la Sierra,id28071
Hoyo de Manzanares,id28072
Humanes de Madrid,id28073
Leganés,id28074
Loeches,id28075
Lozoya,id28076
Madarcos,id28078
Madrid,id28079
Majadahonda,id28080
Manzanares el Real,id28082
Meco,id28083
Mejorada del Campo,id28084
Miraflores de la Sierra,id28085
"Molar, El",id28086
"Molinos, Los",id28087
Montejo de la Sierra,id28088
Moraleja de Enmedio,id28089
Moralzarzal,id28090
Morata de Tajuña,id28091
Móstoles,id28092
Navacerrada,id28093
Navalafuente,id28094
Navalagamella,id28095
Navalcarnero,id28096
Navarredonda y San Mamés,id28097
Navas del Rey,id28099
Nuevo Baztán,id28100
Olmeda de las Fuentes,id28101
Orusco de Tajuña,id28102
Paracuellos de Jarama,id28104
Parla,id28106
Patones,id28107
Pedrezuela,id28108
Pelayos de la Presa,id28109
Perales de Tajuña,id28110
Pezuela de las Torres,id28111
Pinilla del Valle,id28112
Pinto,id28113
Piñuécar-Gandullas,id28114
Pozuelo de Alarcón,id28115
Pozuelo del Rey,id28116
Prádena del Rincón,id28117
Puebla de la Sierra,id28118
Quijorna,id28119
Rascafría,id28120
Redueña,id28121
Ribatejada,id28122
Rivas-Vaciamadrid,id28123
Robledillo de la Jara,id28124
Robledo de Chavela,id28125
Robregordo,id28126
"Rozas de Madrid, Las",id28127
Rozas de Puerto Real,id28128
San Agustín del Guadalix,id28129
San Fernando de Henares,id28130
San Lorenzo de El Escorial,id28131
San Martín de la Vega,id28132
San Martín de Valdeiglesias,id28133
San Sebastián de los Reyes,id28134
Santa María de la Alameda,id28135
Santorcaz,id28136
"Santos de la Humosa, Los",id28137
"Serna del Monte, La",id28138
Serranillos del Valle,id28140
Sevilla la Nueva,id28141
Somosierra,id28143
Soto del Real,id28144
Talamanca de Jarama,id28145
Tielmes,id28146
Titulcia,id28147
Torrejón de Ardoz,id28148
Torrejón de la Calzada,id28149
Torrejón de Velasco,id28150
Torrelaguna,id28151
Torrelodones,id28152
Torremocha de Jarama,id28153
Torres de la Alameda,id28154
Valdaracete,id28155
Valdeavero,id28156
Valdelaguna,id28157
Valdemanco,id28158
Valdemaqueda,id28159
Valdemorillo,id28160
Valdemoro,id28161
Valdeolmos-Alalpardo,id28162
Valdepiélagos,id28163
Valdetorres de Jarama,id28164
Valdilecha,id28165
Valverde de Alcalá,id28166
Velilla de San Antonio,id28167
"Vellón, El",id28168
Venturada,id28169
Villaconejos,id28170
Villa del Prado,id28171
Villalbilla,id28172
Villamanrique de Tajo,id28173
Villamanta,id28174
Villamantilla,id28175
Villanueva de la Cañada,id28176
Villanueva del Pardillo,id28177
Villanueva de Perales,id28178
Villar del Olmo,id28179
Villarejo de Salvanés,id28180
Villaviciosa de Odón,id28181
Villavieja del Lozoya,id28182
Zarzalejo,id28183
Lozoyuela-Navas-Sieteiglesias,id28901
Puentes Viejas,id28902
Tres Cantos,id28903
Alameda,id29001
Alcaucín,id29002
Alfarnate,id29003
Alfarnatejo,id29004
Algarrobo,id29005
Algatocín,id29006
Alhaurín de la Torre,id29007
Alhaurín el Grande,id29008
Almáchar,id29009
Almargen,id29010
Almogía,id29011
Álora,id29012
Alozaina,id29013
Alpandeire,id29014
Antequera,id29015
Árchez,id29016
Archidona,id29017
Ardales,id29018
Arenas,id29019
Arriate,id29020
Atajate,id29021
Benadalid,id29022
Benahavís,id29023
Benalauría,id29024
Benalmádena,id29025
Benamargosa,id29026
Benamocarra,id29027
Benaoján,id29028
Benarrabá,id29029
"Borge, El",id29030
"Burgo, El",id29031
Campillos,id29032
Canillas de Aceituno,id29033
Canillas de Albaida,id29034
Cañete la Real,id29035
Carratraca,id29036
Cartajima,id29037
Cártama,id29038
Casabermeja,id29039
Casarabonela,id29040
Casares,id29041
Coín,id29042
Colmenar,id29043
Comares,id29044
Cómpeta,id29045
Cortes de la Frontera,id29046
Cuevas Bajas,id29047
Cuevas del Becerro,id29048
Cuevas de San Marcos,id29049
Cútar,id29050
Estepona,id29051
Faraján,id29052
Frigiliana,id29053
Fuengirola,id29054
Fuente de Piedra,id29055
Gaucín,id29056
Genalguacil,id29057
Guaro,id29058
Humilladero,id29059
Igualeja,id29060
Istán,id29061
Iznate,id29062
Jimera de Líbar,id29063
Jubrique,id29064
Júzcar,id29065
Macharaviaya,id29066
Málaga,id29067
Manilva,id29068
Marbella,id29069
Mijas,id29070
Moclinejo,id29071
Mollina,id29072
Monda,id29073
Montejaque,id29074
Nerja,id29075
Ojén,id29076
Parauta,id29077
Periana,id29079
Pizarra,id29080
Pujerra,id29081
Rincón de la Victoria,id29082
Riogordo,id29083
Ronda,id29084
Salares,id29085
Sayalonga,id29086
Sedella,id29087
Sierra de Yeguas,id29088
Teba,id29089
Tolox,id29090
Torrox,id29091
Totalán,id29092
Valle de Abdalajís,id29093
Vélez-Málaga,id29094
Villanueva de Algaidas,id29095
Villanueva del Rosario,id29096
Villanueva del Trabuco,id29097
Villanueva de Tapia,id29098
Viñuela,id29099
Yunquera,id29100
Torremolinos,id29901
Villanueva de la Concepción,id29902
Montecorto,id29903
Serrato,id29904
Abanilla,id30001
Abarán,id30002
Águilas,id30003
Albudeite,id30004
Alcantarilla,id30005
Aledo,id30006
Alguazas,id30007
Alhama de Murcia,id30008
Archena,id30009
Beniel,id30010
Blanca,id30011
Bullas,id30012
Calasparra,id30013
Campos del Río,id30014
Caravaca de la Cruz,id30015
Cartagena,id30016
Cehegín,id30017
Ceutí,id30018
Cieza,id30019
Fortuna,id30020
Fuente Álamo de Murcia,id30021
Jumilla,id30022
Librilla,id30023
Lorca,id30024
Lorquí,id30025
Mazarrón,id30026
Molina de Segura,id30027
Moratalla,id30028
Mula,id30029
Murcia,id30030
Ojós,id30031
Pliego,id30032
Puerto Lumbreras,id30033
Ricote,id30034
San Javier,id30035
San Pedro del Pinatar,id30036
Torre-Pacheco,id30037
"Torres de Cotillas, Las",id30038
Totana,id30039
Ulea,id30040
"Unión, La",id30041
Villanueva del Río Segura,id30042
Yecla,id30043
Santomera,id30901
"Alcázares, Los",id30902
Abáigar,id31001
Abárzuza/Abartzuza,id31002
Abaurregaina/Abaurrea Alta,id31003
Abaurrepea/Abaurrea Baja,id31004
Aberin,id31005
Ablitas,id31006
Adiós,id31007
Aguilar de Codés,id31008
Aibar/Oibar,id31009
Altsasu/Alsasua,id31010
Allín/Allin,id31011
Allo,id31012
Améscoa Baja,id31013
Ancín/Antzin,id31014
Andosilla,id31015
Ansoáin/Antsoain,id31016
Anue,id31017
Añorbe,id31018
Aoiz/Agoitz,id31019
Araitz,id31020
Aranarache/Aranaratxe,id31021
Arantza,id31022
Aranguren,id31023
Arano,id31024
Arakil,id31025
Aras,id31026
Arbizu,id31027
Arce/Artzi,id31028
"Arcos, Los",id31029
Arellano,id31030
Areso,id31031
Arguedas,id31032
Aria,id31033
